,id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_response_rate,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,availability_365,instant_bookable,bathrooms
69,128827,https://www.airbnb.com/rooms/128827,Gorgeous Home in the Heart of East Berlin,"Spacious, beautifully furnished apartment, perfectly located in central Friedrichshain, one of the city's most vibrant, hip neighbourhoods. 15 minutes from Alexanderplatz and East Side Gallery. Explore Berlin in style, enjoy the great balcony view, or play Wii U on rainy days. Cute cat included!<br /><br /><b>The space</b><br />The heart of the spacious living room is the lounge area with an ultra comfortable three-seater sofa, several lounge chairs, a 55 inch Ambilight TV with Netflix, Apple TV and a Wii U. Customisable mood lighting projects the TV colour ambiance into the room, or allows you to set your own mood. The antique wood desk doubles as a dining table for up to 4 people, and the house bar is well equipped with all the tools you need to make yourself some proper cocktails and start your evening the Old Fashioned way. The living room also has a small adjacent balcony that can be used for a cozy breakfast for two, or smoking breaks.<br /><br />The super quiet bed room faces th",https://a0.muscache.com/pictures/4aff3e15-efbb-4b61-bcd3-b7ff0e767591.jpg,632971,https://www.airbnb.com/users/show/632971,Kai,67.0,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.50948,13.46119,Entire home/apt,3,Entire home/apt,1.0,1.0,59.0,5,98.0,78,f,1.0
72,143605,https://www.airbnb.com/rooms/143605,""" Berlin Fuffa's 40m2  apartment ""","Hi we love art and we love Berlin. <br />Do not forget that at certain times of the year we can offer great prices. <br />2 persone 1100€ at Month +% sito web.<br /><br /><b>The space</b><br />Hello we present ourselves Gaston and Helen, we love art and we love Berlin. <br /><br />If you have any questions or concerns do not hesitate to contact us, it will be my pleasure to answer your questions. Do not forget that at certain times of the year we can offer great prices weekly. <br /><br />Do not stop at what the site automatically calculates, because sometimes the total price becomes too much more if you book for several days. <br />After a certain number of days we apply the discounts. <br />So you have to ask, you do not stop at what the site says. <br />We are pleased to remind you that we are here at your disposal to answer any of your questions. <br /><br />On request access Wi-Fi. <br />The price is inclusive of 5% for the tax.<br /><br /><b>Guest access</b><br />The 40m2 apartme",https://a0.muscache.com/pictures/1235597/d2234eb1_original.jpg,696492,https://www.airbnb.com/users/show/696492,Gaston & Elena,100.0,Schillerpromenade,Neukölln,52.476780000000005,13.424370000000001,Entire home/apt,4,Entire home/apt,1.0,3.0,55.0,30,90.0,207,f,1.0
78,151249,https://www.airbnb.com/rooms/151249,"Quiet, Terrasse, cats, baby equiped","We 're renting out our beautiful, quiet backyard appartment. It is 70 m2, terrasse of 20m2, with table, sofas, a hamac, bright and sunny. Up to 4 persons with two small children. ( 1 baby bed: "" leanderwiege"" & one stokke midi child bed, changing table, high chair, toys) <br />2 bikes available.<br /><br /><b>The space</b><br />beautifull 70 m2 groundfloor appartment with its three rooms ( bedroom with 2x2m bed , living room with to double bed extendable sofa, Kitchen with couch,a korridor and terrasse with hamac, table chair, baby pool is available) <br />it is very close from the tube u8 ( 30 meters) and in a very quiet backyard. ( kids are playing there in the afternoons) the appartment is suitable for 1-4 people. And two small children. It is equiped with ""stokke ""baby bed ""midi"", baby bed ""leander wiege"" changing table, dishwasher, clothes washer, tv, dvd player, wifi, tub bath, towels, sheets, table, chairs and a hamac. :-)<br /><br /><b>Guest access</b><br />entire appartment= 1",https://a0.muscache.com/pictures/93646510/7cf561c0_original.jpg,728298,https://www.airbnb.com/users/show/728298,Ju,100.0,Südliche Friedrichstadt,Friedrichshain-Kreuzberg,52.49678,13.416789999999999,Entire home/apt,4,Entire home/apt,1.0,2.0,80.0,7,87.0,263,f,1.0
81,157839,https://www.airbnb.com/rooms/157839,1 room in typical berlin-style apt.,"The room in my cozy apartment offers space for max. 4 persons (2 on a sofabed and 2 on an additional airmattress that I offer). The apartment lies quite central in an area of residential buildings and has very good access to the public transport system.<br /><br /><b>The space</b><br />The apartment located in the Tiergarten district in the 4th floor (without an elevator) of a founder-style apartment building is characterized by brightness and a quiet and central location. Build in the typical old berlin-style it has stucco seilings and parquet floors. The living room has a sofa bed that is 1,40 m wide (At the moment I rent this room right now). Another one or two persons can sleep at an air mattress that I provide (width 1,50 m). The sleeping room is where I live with my dogs. The apartment is furnished mostly in the style of the 60s and 70s.<br /><br />I adopted 2 puppies in Mexico in 2012. They are not used to be with children so much so I wouldn't recommend you to stay here with yo",https://a0.muscache.com/pictures/1000617/aa87bca8_original.jpg,671536,https://www.airbnb.com/users/show/671536,Nicole,100.0,Moabit West,Mitte,52.53083,13.342210000000001,Private room,4,Private room,1.0,1.0,25.0,2,96.0,330,f,0.0
82,159454,https://www.airbnb.com/rooms/159454,"Bright, Charming and Modern Altbau","The rare and much sought after Altbaus of Berlin are a joy to experience!  These are the grand apartments from before first world war with high ceilings and Flur that leads to each and every room. Come-in and enjoy this unique experience!  All-inclusive pricing, completely flexible cancellation and no check-in/out restrictions... we travel a lot and hence, we know what we expect when we are the guests! :) PS: Our nightly price is all-inclusive, no extra cleaning fees, no additional charges!<br /><br /><b>The space</b><br />Altbaus in Berlin are a speciality (as most were damaged or destroyed during the world wars).  This ground-floor apartment (no stairs to climb!) is in the building that dates back to 1910.  <br /><br />The apartment is located in Wilmersdorf (a premium west Berlin neighborhood) with easy access to public transportation through S-Bahn (41, 42, 46), U-bahn (U3) and multiple buses.  The freeway A100 is at 2-minutes driving distance (exit of Meclenburgische Str / Detmold",https://a0.muscache.com/pictures/4130330/51cb86a3_original.jpg,499725,https://www.airbnb.com/users/show/499725,Prasad,100.0,Wiesbadener Straße,Charlottenburg-Wilm.,52.47831,13.3114,Entire home/apt,5,Entire home/apt,2.0,3.0,161.0,2,98.0,60,f,1.0
84,163411,https://www.airbnb.com/rooms/163411,Ample parkside apartment Kreuzberg,"Spacious, bright, artistically furnished apartment in the middle of the lively, colorful Kreuzberg, in a relaxed street with restaurants and sidewalk cafes. Right on the park, within walking distance to the banks of Spree and Landwehrkanal. Ideal for a relaxed and inspiring city holiday.<br /><br /><b>The space</b><br />85 sqm: 2 large, sunny, south-facing rooms, large kitchen with dining area, sunny balcony with ample view over the Görlitzer park. Artisticly and lovingly furnished, dishes, linens, towels, washing machine, dishwasher, microwave and Thermo mixer, Wifi, piano and guitar, as well as bathtub,  high-quality toys and board games for children and adults  available. Bicycles  can be additionally rented by arrangement. <br /><br />Perfect for 2-4 persons (2 king size beds, 1king-size bed-sofa and one single-sized bunk bed in our ""dollhouse"".<br /><br /><b>Guest access</b><br />Whole apartment<br /><br /><b>Other things to note</b><br />We have two cats, Zazou and Pierrot, who w",https://a0.muscache.com/pictures/19341714/7d7e006a_original.jpg,779213,https://www.airbnb.com/users/show/779213,Jutta,0.0,südliche Luisenstadt,Friedrichshain-Kreuzberg,52.49738000000001,13.436370000000002,Entire home/apt,4,Entire home/apt,2.0,4.0,110.0,5,95.0,76,f,1.0
85,168615,https://www.airbnb.com/rooms/168615,STAYINTOWN - Apartment in Berlin,"<b>The space</b><br />The apartment is located on the ground floor of our house in the ""green area "" Pankow-Weissensee in a quiet side street. <br /> The next bus stop you find 50 meters from the apartment. The Berlin public transport system is exelent. Using public transport one can get to Berlin-Alexanderplatz within thirty minutes. The perfect place to explore the city from. <br />The property is surrounded by many small gardens and fields, great for walks and sporting activities. A golf course (Pankow) is also located closeby (1.5 km). <br /> Bicycles can be parked on the property, ans directly in front of the house  there are ample  car parking places. <br />The accommodation consists of a living room with kitchenette, a bedroom and a bathroom with shower. It can sleep two comfortably,  and three maximum .The floor are tiled throughout the apartment and underneath have underfloor heating. <br /> <br /> Living room / kitchen area <br /> <br /> - Sitting and dining area for four peo",https://a0.muscache.com/pictures/1064708/04951ec8_original.jpg,803717,https://www.airbnb.com/users/show/803717,Dirk,100.0,Blankenburg/Heinersdorf/Märchenland,Pankow,52.58055,13.44539,Entire home/apt,3,Entire home/apt,1.0,2.0,49.0,2,100.0,358,f,1.0
94,174560,https://www.airbnb.com/rooms/174560,"2 apartment in Berlin Center, WiFi","<b>The space</b><br />Our bright, well maintained (new furniture 03/2008) and 56sqm large 3-room apartments with two bedrooms in the 9th or 10 floor of a residential complex is easily reachable by elevator. The apartments are fully furnished and can accommodate up to max. 6 pers. It's features are identical and differ only in the colors in which the Innenaussattung was elected. Amenities: Living room: couch (1,40 m wide), table, chairs, TV, DVD, stereo, dining table with 6 chairs first Bedroom: double bed (1.80 m wide), wardrobe, 2 chairs 2nd Bedrooms: sofa bed (1,50 m wide), single bed (0.90 m wide), chest of drawers hallway: wardrobe, wardrobe Bathroom: toilet, sink, bathtub, kitchen shelf: open to the living room, stove, refrigerator, microwave, toaster, coffee maker , water heater, the minimum is 2 nights - you can request on a parking surcharge of 5, - are made € / night. We are happy to provide you with a baby sitting service on request.",https://a0.muscache.com/pictures/2865342/0e403791_original.jpg,833995,https://www.airbnb.com/users/show/833995,Ilona,0.0,Alexanderplatz,Mitte,52.51073,13.417910000000001,Entire home/apt,3,Entire home/apt,2.0,3.0,78.0,60,94.0,292,f,1.0
95,174576,https://www.airbnb.com/rooms/174576,Berlin City Suite 3 mit W-Lan,"Schön eingerichtete 3-Zimmerwohnung mit 2 Schlafzimmern und Internetanschluss . Aus der 10. Etg eines Mehrfamilienhauses gibt es einen herrlichen Ausblick auf den Fernsehturm und den Alexanderplatz in der Nähe.<br /><br /><b>The space</b><br />Aus jedem unserer 3-Zimmer-Ferienwohnungen geniessen Sie einen weitreichenden Ausblick über Berlin. Die Wohnungen liegen im Zentrum, sodass eine gute Erreichbarkeit der Berliner Sehenswürdigkeiten und Veranstaltungsorte auch mit dem ÖPNV gegeben sind. Der ,,Alex,, liegt z.B. nur 10 Gehminuten entfernt.Verkehrsanbindung:U-Bhf. Heinrich-Heine-Str. 2 min.S-Bhf. Jannowitzbrücke 5 min.AusstattungUnsere hellen, gepflegten (neue Möbel 03/2008) und 56qm großen Wohnungen im  10 .OG einer Wohnanlage erreichen Sie bequem mit dem Aufzug bis zur 9. Etg. Die Wohnungen sind von der Ausstattung her identisch und unterscheiden sich lediglich in den Farbtönen in denen die Innenausssattung gewählt wurde.Ausstattung:Wohnzimmer: Eckcouch (1,40 m breit), Tisch, Hocker",https://a0.muscache.com/pictures/1108358/7c6bbb28_original.jpg,833995,https://www.airbnb.com/users/show/833995,Ilona,0.0,Alexanderplatz,Mitte,52.5094,13.416229999999999,Entire home/apt,5,Entire home/apt,2.0,4.0,103.0,60,93.0,292,f,1.0
98,176342,https://www.airbnb.com/rooms/176342,11C Landmark/Checkpoint Charlie/120m2/2BATH/3BR,"'RATED EXCELLENT' tripadvisor<br />'WINNER, Top Vacation Rental, Berlin' (Hidden by Airbnb) <br />'One of the most popular holiday apartments of the region' (Hidden by Airbnb) <br /><br /><br />BEST LOCATION (city center near Checkpoint Charlie, most famous sights can be reached by foot), MOST BEAUTIFUL HOUSE OF THE AREA (downtown city landmark of most legendary street, Friedrichstrasse), TOP CONDITION (total restoration 2014), QUIET (no drive through, because pedestrian zone starts 200 meters away).<br /><br /><b>The space</b><br />MAGICIANS, THE GREENS, BANKERS, LAWYERS AND FILMMAKERS<br />Gutschow House, built in 1895, fully restored in 2014, an important work of historicism (Neo-Gothic and Neo-Renaissance), is the symbol of southern Friedrichstrasse, one of Berlins most famous streets. It is in Kreuzberg, also known as X-Berg, a district famous in the 80ies for its alternative lifestyle and squatters; a  national heritage monument due to elaborate façade design, its location, its h",https://a0.muscache.com/pictures/0e16fa6e-477f-4005-83e1-da2de616adfc.jpg,843326,https://www.airbnb.com/users/show/843326,Nino,100.0,Südliche Friedrichstadt,Friedrichshain-Kreuzberg,52.50254,13.39134,Entire home/apt,8,Entire home/apt,3.0,6.0,157.0,1,97.0,332,t,2.0
